timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
36474.0,2025-01-01 10:07:54.000000,10,2,1,0,0.0,0.0,0.0,494.0,6.0,4559268770.754158,125000.0,125000.0,0.012
36474.619892,2025-01-01 10:07:54.619892,10,2,0,0,0.0,0.0,0.0,494.0,6.0,4559268770.754158,125000.0,125000.0,0.012
37118.0,2025-01-01 10:18:38.000000,10,2,2,0,0.0,0.0,0.0,468.0,32.0,4639768807.283511,125000.0,125000.0,0.064
37118.0,2025-01-01 10:18:38.000000,10,2,2,0,0.0,0.0,0.0,468.0,32.0,4639768807.2835245,125000.0,128000.0,0.064
37118.756656,2025-01-01 10:18:38.756656,10,2,1,0,0.0,0.0,0.0,468.0,32.0,4639768807.2835245,125000.0,128000.0,0.064
37118.792041,2025-01-01 10:18:38.792041,10,2,0,0,0.0,0.0,0.0,468.0,32.0,4639768807.2835245,125000.0,128000.0,0.064
37193.0,2025-01-01 10:19:53.000000,10,2,2,0,0.0,0.0,0.0,443.0,57.0,4649144046.132224,125000.0,125000.0,0.114
37193.0,2025-01-01 10:19:53.000000,10,2,2,0,0.0,0.0,0.0,443.0,57.0,4649144046.1322365,125000.0,128000.0,0.114
37193.535826,2025-01-01 10:19:53.535826,10,2,1,0,0.0,0.0,0.0,443.0,57.0,4649144046.1322365,125000.0,128000.0,0.114
37194.986133,2025-01-01 10:19:54.986133,10,2,0,0,0.0,0.0,0.0,443.0,57.0,4649144046.1322365,125000.0,128000.0,0.114
37342.0,2025-01-01 10:22:22.000000,10,2,1,0,0.0,0.0,0.0,491.0,9.0,4667770015.571075,125000.0,125000.0,0.018
37342.928033,2025-01-01 10:22:22.928033,10,2,0,0,0.0,0.0,0.0,491.0,9.0,4667770015.571075,125000.0,125000.0,0.018
37400.0,2025-01-01 10:23:20.000000,10,2,1,0,0.0,0.0,0.0,486.0,14.0,4675020097.602571,125000.0,125000.0,0.028
